Transaction,items_list
7541,"['cake', 'brownie', 'mineral water', 'coffee', 'tea', 'hot chocolate']"
7542,"['coffee', 'coke']"
7543,['bread']
7544,"['tea', 'coffee']"
7545,"['coffee', 'cookies']"
7546,['bread']
7547,"['spanish brunch', 'the nomad', 'coffee']"
7548,"['coffee', 'muffin']"
7549,"['scone', 'coffee']"
7550,"['coffee', 'bread', 'tiffin']"
7551,['baguette']
7552,"['bread', 'coffee']"
7553,"['coffee', 'smoothies', 'brownie', 'sandwich']"
7554,"['toast', 'scone', 'brownie', 'coffee', 'coke']"
7555,"['bread', 'cake', 'soup', 'smoothies', 'sandwich']"
7556,['bread']
7557,"['coffee', 'juice', 'toast', 'sandwich', 'baguette']"
7558,"['bread', 'coffee']"
7559,['coffee']
7560,"['coffee', 'spanish brunch']"
7561,"['bread', 'brownie', 'scandinavian', 'coffee', 'soup']"
7562,['pastry']
7563,['vegan feast']
7564,"['cake', 'muffin']"
7565,['baguette']
7566,"['sandwich', 'chicken stew', 'coffee', 'truffles', 'coke']"
7567,"['tea', 'scone', 'soup']"
7568,['bread']
7569,"['soup', 'sandwich', 'juice']"
7570,"['cookies', 'mineral water', 'coffee']"
7571,"['cookies', 'pastry', 'coffee']"
7572,"['sandwich', 'coffee', 'soup', 'art tray', 'scone', 'brownie']"
7573,"['cake', 'tiffin']"
7574,"['scone', 'tea']"
7575,"['brownie', 'cookies']"
7576,"['sandwich', 'juice']"
7577,"['hot chocolate', 'coffee', 'cake', 'scone', 'cookies', 'bread']"
7578,"['tea', 'hot chocolate', 'cake', 'salad']"
7579,"['bread', 'tea', 'soup', 'sandwich']"
7580,"['spanish brunch', 'sandwich']"
7581,"['toast', 'bread']"
7582,"['coffee', 'tea', 'toast']"
7583,['scone']
7584,"['scone', 'coffee']"
7585,"['bread', 'brownie']"
7586,"['tea', 'soup']"
7587,"['hot chocolate', 'coffee', 'cake', 'scone']"
7588,"['coke', 'tea', 'brownie']"
7589,"['hot chocolate', 'truffles', 'spanish brunch']"
7590,"['chicken stew', 'granola', 'coke']"
7591,"['spanish brunch', 'smoothies']"
7592,['bread']
7593,"['coffee', 'scone']"
7594,['tea']
7595,['tea']
7596,['scandinavian']
7597,"['coffee', 'hot chocolate']"
7598,"['scone', 'cake', 'bread', 'coffee', 'hot chocolate']"
7599,"['tea', 'scone', 'bread']"
7600,['scandinavian']
7601,"['coffee', 'bread']"
7602,"['bread', 'coffee', 'scone', 'cookies', 'soup', 'salad', 'truffles', 'mineral water']"
7603,"['tiffin', 'coffee', 'tea']"
7604,['coffee']
7605,"['bread', 'hot chocolate', 'scone']"
7606,"['tea', 'coffee', 'cake', 'scone']"
7607,['bread']
7608,"['scandinavian', 'muffin']"
7609,['scandinavian']
7610,['farm house']
7611,"['bread', 'medialuna']"
7612,"['coffee', 'spanish brunch']"
7613,['coffee']
7614,['coffee']
7615,"['bread', 'coffee', 'pastry', 'spanish brunch']"
7616,"['bread', 'scone']"
7617,"['bread', 'coffee', 'toast']"
7618,['bread']
7619,"['pastry', 'bread']"
7620,"['hot chocolate', 'cookies', 'pastry']"
7621,"['coffee', 'the nomad']"
7622,"['coffee', 'jammie dodgers', 'muffin', 'tea']"
7623,['coffee']
7624,"['coffee', 'brownie']"
7625,['coffee']
7626,"['bread', 'coffee']"
7627,"['coffee', 'hot chocolate', 'muffin']"
7628,['bread']
7629,['farm house']
7630,"['coffee', 'tiffin']"
7631,"['coffee', 'toast', 'pastry', 'scone']"
7632,['coffee']
7633,['jam']
7634,"['pastry', 'cake', 'coffee']"
7635,"['soup', 'coffee', 'juice', 'tea']"
7636,['pastry']
7637,['coffee']
7638,"['jammie dodgers', 'coffee']"
7639,['coffee']
7640,['coffee']
7641,['muffin']
7642,"['coffee', 'cake', 'muffin']"
7643,"['pastry', 'bread']"
7644,"['coffee', 'pastry', 'bread']"
7645,['hot chocolate']
7646,"['juice', 'cake', 'coffee']"
7647,"['coke', 'sandwich']"
7648,"['sandwich', 'smoothies']"
7649,['coffee']
7650,['scone']
7651,"['cake', 'bread', 'coffee', 'juice']"
7652,"['cake', 'coffee', 'tea']"
7653,"['truffles', 'coffee', 'cake', 'pastry', 'sandwich']"
7654,['tiffin']
7655,"['coffee', 'cake']"
7656,"['cake', 'scone', 'medialuna', 'soup', 'coffee', 'tea']"
7657,['coffee']
7658,"['bread', 'coffee']"
7659,"['coffee', 'medialuna', 'pastry']"
7660,"['jammie dodgers', 'tiffin']"
7661,"['coffee', 'bread', 'alfajores']"
7663,['afternoon with the baker']
7664,['afternoon with the baker']
7665,['afternoon with the baker']
7666,['afternoon with the baker']
7667,['afternoon with the baker']
7668,['jammie dodgers']
7669,['coffee']
7670,['coffee']
7671,"['coffee', 'bread']"
7672,['coffee']
7673,['bread']
7674,['bread']
7675,"['coffee', 'pastry']"
7676,['bread']
7677,"['tea', 'pastry']"
7678,['pastry']
7679,['tea']
7680,['coffee']
7681,['farm house']
7682,['coffee']
7683,"['cookies', 'pastry', 'coffee']"
7684,"['bread', 'coffee', 'toast']"
7685,"['tea', 'coffee', 'cake']"
7686,"['toast', 'coffee']"
7687,"['coffee', 'toast']"
7688,['bread']
7689,['bread']
7690,['bread']
7691,"['farm house', 'cake']"
7692,"['soup', 'coffee']"
7693,['coffee']
7694,"['bread', 'sandwich']"
7695,['bread']
7696,"['juice', 'coffee', 'sandwich', 'cake']"
7697,['bread']
7698,['tea']
7699,"['cake', 'bread']"
7700,"['chicken stew', 'coffee']"
7701,['coffee']
7702,"['coffee', 'salad']"
7703,"['soup', 'bread']"
7704,"['bread', 'cake']"
7705,['bread']
7706,"['coffee', 'cake', 'sandwich']"
7707,"['cake', 'truffles', 'tea', 'coffee', 'salad', 'chicken stew']"
7708,"['coffee', 'juice', 'drinking chocolate spoons']"
7709,"['bread', 'sandwich', 'coffee', 'soup', 'cake']"
7710,['juice']
7711,['tea']
7712,['bread']
7713,"['tea', 'hot chocolate', 'cake']"
7714,"['tea', 'coffee', 'toast', 'pastry']"
7715,"['coffee', 'cake']"
7716,['afternoon with the baker']
7717,['bread']
7718,['coffee']
7719,"['toast', 'coffee']"
7720,"['bread', 'cookies', 'pastry']"
7721,['coke']
7722,['coffee']
7723,"['coffee', 'tea']"
7724,"['bread', 'pastry']"
7725,['coffee']
7726,['coffee']
7727,"['bread', 'pastry']"
7728,['baguette']
7729,['bread']
7730,['coffee']
7731,"['tea', 'coffee']"
7732,"['coffee', 'granola']"
7733,['coffee']
7734,['bread']
7735,"['bread', 'sandwich']"
7736,['coffee']
7737,['coffee']
7738,"['bread', 'toast']"
7739,"['hot chocolate', 'coffee', 'pastry', 'cookies']"
7740,"['coffee', 'bread', 'cookies']"
7741,['baguette']
7742,"['bread', 'tea']"
7743,['coffee']
7744,['coffee']
7745,['bread']
7746,"['coffee', 'bread', 'pastry']"
7747,['bread']
7748,"['pastry', 'coffee', 'bread', 'spanish brunch']"
7749,"['soup', 'coffee']"
7750,"['bread', 'salad', 'spanish brunch', 'jam']"
7751,"['tea', 'soup']"
7753,"['coffee', 'soup', 'sandwich']"
7754,"['hot chocolate', 'coffee', 'sandwich', 'cake']"
7755,"['coffee', 'salad', 'tiffin']"
7756,"['hot chocolate', 'coffee', 'sandwich', 'cake']"
7757,"['coffee', 'soup', 'spanish brunch']"
7758,['cookies']
7759,['farm house']
7760,"['farm house', 'soup', 'salad', 'spanish brunch', 'toast', 'coffee']"
7761,['fudge']
7762,"['chicken stew', 'tea']"
7763,['farm house']
7764,"['cake', 'tiffin', 'coffee']"
7765,"['spanish brunch', 'tea']"
7766,['bread']
7767,['coffee']
7768,"['pastry', 'tiffin', 'truffles', 'bread', 'soup']"
7769,['bread']
7770,"['bread', 'pastry']"
7771,"['coffee', 'cake']"
7772,"['tea', 'cake']"
7773,"['cake', 'tea']"
7774,"['hot chocolate', 'coffee', 'bread']"
7775,['bread']
7776,['bread']
7777,['bread']
7778,"['bread', 'pastry']"
7779,"['pastry', 'coffee']"
7780,"['medialuna', 'bread']"
7781,"['toast', 'bread']"
7782,['bread']
7783,"['coffee', 'cake']"
7784,"['tea', 'bread', 'coffee', 'pastry']"
7785,['bread']
7786,['pastry']
7787,['bread']
7788,['baguette']
7789,"['coffee', 'pastry']"
7790,['bread']
7791,['coffee']
7792,"['coffee', 'chicken stew', 'salad']"
7793,['bread']
7794,['soup']
7795,"['truffles', 'coffee', 'sandwich', 'bread']"
7796,"['soup', 'mineral water', 'farm house']"
7797,['bread']
7798,"['coffee', 'tea', 'soup']"
7799,['chicken stew']
7800,['coffee']
7801,"['cake', 'jammie dodgers']"
7802,['bread']
7803,"['coffee', 'tea', 'cake', 'scone', 'sandwich']"
7804,['baguette']
7805,"['tea', 'juice', 'scone', 'cake']"
7806,"['bread', 'pastry']"
7807,"['coffee', 'tiffin', 'cake', 'truffles']"
7808,"['coffee', 'jammie dodgers']"
7809,"['coffee', 'toast']"
7810,['bread']
7811,"['pastry', 'coffee']"
7812,['coffee']
7813,"['coffee', 'toast', 'bread']"
7814,['baguette']
7815,"['coffee', 'toast']"
7816,"['coffee', 'tea', 'cake', 'bread']"
7817,"['bread', 'hot chocolate']"
7818,"['coffee', 'baguette']"
7819,"['tiffin', 'cake']"
7820,['coffee']
7821,['coffee']
7822,"['cake', 'juice']"
7823,['bread']
7824,"['coffee', 'tiffin']"
7825,"['tea', 'sandwich']"
7826,"['sandwich', 'tea']"
7827,"['coffee', 'chicken stew']"
7828,"['sandwich', 'cookies']"
7829,"['salad', 'coffee', 'juice']"
7830,"['tea', 'bread', 'salad', 'sandwich']"
7831,"['bread', 'pastry', 'truffles']"
7832,"['bread', 'scandinavian']"
7833,"['chicken stew', 'coffee']"
7834,['soup']
7835,"['coffee', 'sandwich']"
7836,"['cookies', 'soup']"
7837,['christmas common']
7838,['coffee']
7839,"['soup', 'sandwich', 'coffee', 'medialuna']"
7840,"['coffee', 'hot chocolate', 'pastry', 'cake']"
7841,['coffee']
7842,['pastry']
7843,"['bread', 'coffee', 'pastry', 'chicken stew']"
7844,['coffee']
7845,"['tea', 'cake']"
7846,"['truffles', 'spanish brunch', 'cake', 'coffee']"
7847,"['truffles', 'spanish brunch', 'cake']"
7848,"['bread', 'tea', 'scone']"
7849,"['coke', 'tea']"
7850,"['tea', 'cake']"
7851,['coke']
7852,"['bread', 'cake', 'coffee']"
7853,"['coffee', 'tea', 'cake', 'scone', 'cookies']"
7854,['coffee']
7855,['coffee']
7856,['coffee']
7857,['bread']
7858,"['coffee', 'bread', 'pastry']"
7859,"['coffee', 'bread', 'spanish brunch']"
7860,"['bread', 'toast']"
7861,['bread']
7862,['baguette']
7863,"['coffee', 'pastry']"
7864,"['hot chocolate', 'tea', 'cake']"
7865,"['coffee', 'bread']"
7866,"['bread', 'pastry']"
7867,['coffee']
7868,['pastry']
7869,"['bread', 'coffee', 'toast']"
7870,['coffee']
7871,['bread']
7872,['coffee']
7873,"['bread', 'cookies']"
7874,"['medialuna', 'bread']"
7875,['tea']
7876,"['coffee', 'cake', 'jam', 'truffles']"
7877,"['coffee', 'juice', 'pastry', 'cookies']"
7878,"['coffee', 'tiffin', 'bread']"
7879,"['cake', 'cookies', 'coffee', 'juice']"
7880,"['vegan feast', 'pastry', 'coffee']"
7881,"['coffee', 'pastry']"
7882,"['coffee', 'bread']"
7883,"['bread', 'coffee']"
7884,['bread']
7885,"['coffee', 'medialuna']"
7886,['coffee']
7887,"['coffee', 'tea', 'tiffin']"
7888,['bread']
7889,['brownie']
7890,['coffee']
7891,"['tea', 'sandwich']"
7892,"['coffee', 'tiffin']"
7893,"['bread', 'scone']"
7894,"['soup', 'salad', 'bread']"
7895,"['sandwich', 'coke']"
7896,"['toast', 'coffee', 'bread']"
7897,"['cake', 'sandwich', 'coffee']"
7898,"['truffles', 'soup']"
7899,"['vegan mincepie', 'cookies', 'tiffin', 'bread']"
7900,['cookies']
7901,['soup']
7902,"['coffee', 'spanish brunch']"
7903,"['coffee', 'scone']"
7904,"['bread', 'coffee', 'sandwich']"
7905,"['salad', 'spanish brunch', 'coke']"
7906,"['coffee', 'tea', 'bread', 'tiffin', 'chicken stew']"
7907,"['tea', 'bread', 'cake']"
7908,"['truffles', 'mineral water', 'bread', 'scone', 'spanish brunch']"
7909,['coffee']
7910,"['truffles', 'cake']"
7911,['coffee']
7912,"['coffee', 'bread']"
7913,"['cookies', 'tiffin']"
7914,['tea']
7915,"['medialuna', 'coffee']"
7916,"['coffee', 'toast']"
7917,"['baguette', 'farm house']"
7918,['medialuna']
7919,"['cake', 'bread']"
7920,['bread']
7921,"['coffee', 'tea']"
7922,"['the nomad', 'coffee', 'medialuna']"
7923,"['duck egg', 'tea']"
7924,"['coffee', 'scone', 'bread']"
7925,"['scandinavian', 'tea', 'coffee']"
7926,"['scandinavian', 'bread']"
7927,"['chocolates', 'coffee', 'coke']"
7928,"['coffee', 'bread']"
7929,"['tea', 'juice']"
7930,"['scone', 'pastry', 'coffee']"
7931,['coffee']
7932,['baguette']
7933,"['tea', 'spanish brunch', 'fudge', 'jam']"
7934,"['coffee', 'spanish brunch', 'truffles']"
7935,"['scone', 'cake', 'scandinavian']"
7936,['coffee']
7937,"['sandwich', 'coffee']"
7938,"['bread', 'farm house']"
7939,"['bread', 'toast', 'cookies']"
7940,['bread']
7941,"['farm house', 'coffee', 'cookies']"
7942,"['spanish brunch', 'bread', 'cake', 'medialuna', 'coffee', 'brownie']"
7943,"['pastry', 'coffee', 'soup', 'sandwich']"
7944,['muffin']
7945,['tea']
7946,['tiffin']
7947,"['bread', 'coffee']"
7948,['bread']
7949,"['hot chocolate', 'bread', 'cookies']"
7950,"['bread', 'juice', 'cake', 'jammie dodgers']"
7951,"['scone', 'bread']"
7952,"['tea', 'bread', 'hot chocolate', 'tiffin']"
7953,"['coffee', 'bread']"
7954,['coffee']
7955,"['cake', 'granola', 'coffee', 'sandwich']"
7956,['scone']
7957,"['pastry', 'sandwich']"
7958,"['sandwich', 'coffee']"
7959,"['bread', 'pastry', 'cake']"
7960,['pastry']
7961,"['brownie', 'drinking chocolate spoons', 'bread', 'coffee', 'sandwich']"
7962,"['coffee', 'sandwich']"
7963,"['jammie dodgers', 'bread']"
7964,"['tea', 'cake']"
7965,['coffee']
7966,"['tea', 'juice', 'muffin', 'salad']"
7967,"['tea', 'spanish brunch']"
7968,"['spanish brunch', 'sandwich', 'toast', 'cake', 'medialuna', 'chicken stew']"
7969,['bread']
7970,"['soup', 'bread']"
7971,"['bread', 'coffee', 'juice', 'scone']"
7972,"['coffee', 'toast', 'scone']"
7973,['bread']
7974,"['bread', 'cake']"
7975,"['brownie', 'coke']"
7976,"['coffee', 'sandwich']"
7977,"['bread', 'jammie dodgers', 'cake']"
7978,"['coffee', 'bread', 'scone']"
7979,"['coffee', 'scone', 'cake']"
7980,"['sandwich', 'coffee']"
7981,"['argentina night', 'vegan feast']"
7982,"['coffee', 'cake']"
7983,"['cake', 'tea']"
7984,"['tea', 'cake', 'scone']"
7985,['bread']
7986,['bread']
7987,['coffee']
7988,"['coffee', 'cake']"
7989,['coffee']
7990,['coffee']
7991,"['bread', 'juice', 'muffin', 'cookies']"
7992,"['the nomad', 'duck egg', 'coffee', 'tea']"
7993,"['coffee', 'muffin']"
7994,"['hot chocolate', 'coffee', 'scone', 'cake']"
7995,"['coffee', 'pastry']"
7996,"['coffee', 'pastry']"
7997,"['scone', 'bread']"
7998,['bread']
7999,"['coffee', 'sandwich', 'brownie']"
8000,"['coffee', 'cake']"
8001,"['scone', 'coffee', 'spanish brunch']"
8002,['coffee']
8003,"['bread', 'coffee']"
8004,"['coffee', 'spanish brunch']"
8005,"['spanish brunch', 'coffee']"
8006,['bread']
8007,"['cake', 'muffin', 'vegan feast']"
8008,"['bread', 'brownie']"
8009,['coffee']
8010,"['bread', 'coffee']"
8011,"['coffee', 'bread', 'hot chocolate', 'cake', 'vegan mincepie']"
8012,"['tea', 'muffin', 'jammie dodgers']"
8013,['bread']
8014,['tea']
8015,"['pastry', 'scone', 'coffee', 'tea']"
8016,"['coffee', 'pastry']"
8017,['baguette']
8018,"['cookies', 'coffee']"
8019,['coffee']
8020,['coffee']
8021,['bread']
8022,"['coffee', 'truffles', 'juice']"
8023,['coffee']
8024,['coffee']
8025,"['smoothies', 'spanish brunch']"
8026,"['coffee', 'juice', 'toast', 'muffin']"
8027,['bread']
8028,"['the nomad', 'coffee']"
8029,['hot chocolate']
8030,"['bread', 'spanish brunch']"
8031,"['tea', 'spanish brunch']"
8032,"['coffee', 'smoothies', 'cookies', 'medialuna', 'scone']"
8033,"['half slice monster', 'tiffin', 'coffee', 'juice']"
8034,['baguette']
8035,"['coffee', 'coke', 'tea', 'sandwich', 'spanish brunch']"
8036,['bread']
8037,"['hot chocolate', 'coffee', 'cookies']"
8038,"['soup', 'coffee', 'cake']"
8039,['bread']
8040,['coffee']
8041,"['bread', 'mineral water', 'drinking chocolate spoons', 'coffee']"
8042,['hot chocolate']
8043,"['tea', 'cake']"
8044,"['tea', 'coffee', 'cake', 'jammie dodgers']"
8045,['medialuna']
8046,['scone']
8047,"['hot chocolate', 'cake']"
8048,"['medialuna', 'muffin', 'spanish brunch', 'chicken stew', 'coffee']"
8049,['farm house']
8050,"['coffee', 'cake']"
8051,"['cake', 'cookies', 'tea', 'coffee', 'sandwich', 'soup']"
8052,"['coffee', 'cookies']"
8053,"['bread', 'cake']"
8054,"['coffee', 'spanish brunch', 'sandwich']"
8055,"['coffee', 'cookies']"
8056,"['bread', 'hot chocolate', 'sandwich', 'chocolates']"
8057,"['pastry', 'coffee']"
8058,"['coffee', 'jammie dodgers']"
8059,['coffee']
8060,['cake']
8061,"['pastry', 'bread', 'jam']"
8062,['bread']
8063,['tea']
8064,"['tea', 'coffee', 'spanish brunch']"
8065,['afternoon with the baker']
8066,['bread']
8067,"['coffee', 'cookies']"
8068,"['coffee', 'tea', 'cookies', 'cake']"
8069,['coffee']
8070,['coffee']
8071,"['coffee', 'muffin']"
8072,['bread']
8073,['tea']
8074,"['coffee', 'pastry']"
8075,"['sandwich', 'tea', 'coffee']"
8077,['bread']
8078,"['tea', 'cake']"
8079,['coffee']
8080,['baguette']
8081,"['baguette', 'scone']"
8082,['coffee']
8083,"['coffee', 'pastry']"
8084,"['coffee', 'pastry']"
8085,['pastry']
8086,['bread']
8087,"['pastry', 'coffee']"
8088,"['tea', 'bread']"
8089,"['baguette', 'coffee']"
8090,['bread']
8091,"['truffles', 'tea', 'soup', 'salad', 'cookies', 'bread']"
8092,['soup']
8093,"['coffee', 'soup', 'afternoon with the baker']"
8094,"['coffee', 'afternoon with the baker', 'spanish brunch']"
8095,['sandwich']
8096,['coffee']
8097,"['sandwich', 'coffee']"
8098,"['sandwich', 'coffee']"
8099,"['coffee', 'sandwich']"
8100,"['salad', 'tea']"
8101,['juice']
8102,['sandwich']
8103,"['tea', 'coffee', 'hot chocolate']"
8104,"['coffee', 'soup']"
8106,"['tea', 'cake']"
8107,"['cake', 'bread']"
8108,"['jammie dodgers', 'cake', 'coffee']"
8109,"['coffee', 'salad']"
8110,['baguette']
8111,"['coffee', 'jammie dodgers', 'pastry']"
8112,"['coffee', 'cookies']"
8113,"['coffee', 'pastry', 'farm house']"
8114,['bread']
8115,['coffee']
8116,"['coffee', 'baguette']"
8117,"['coffee', 'toast', 'tea']"
8118,['pastry']
8119,['bread']
8120,"['coffee', 'pastry']"
8121,"['bread', 'salad']"
8122,"['bread', 'pastry']"
8123,['coffee']
8124,"['bread', 'coffee', 'toast']"
8126,['coffee']
8127,['coffee']
8129,"['gift voucher', 'bread']"
8130,"['pastry', 'bread']"
8131,['sandwich']
8132,['mineral water']
8133,"['coffee', 'pastry']"
8134,"['truffles', 'chicken stew']"
8135,['pastry']
8136,"['coffee', 'jammie dodgers', 'sandwich']"
8137,"['bread', 'cookies']"
8138,"['tea', 'coffee', 'medialuna']"
8140,['chicken stew']
8141,['coffee']
8142,"['tea', 'juice', 'sandwich', 'chicken stew']"
8143,['tea']
8144,"['bread', 'sandwich', 'cake']"
8145,"['coffee', 'muffin']"
8146,"['coffee', 'juice', 'bakewell']"
8147,"['cake', 'cookies', 'juice']"
8148,"['soup', 'chicken stew']"
8149,"['coffee', 'bakewell']"
8150,"['juice', 'coffee']"
8151,"['coffee', 'bread']"
8152,"['tea', 'bread']"
8153,"['bakewell', 'tea']"
8154,"['coffee', 'cake']"
8155,"['coffee', 'bakewell']"
8156,"['coffee', 'juice', 'cookies', 'cake']"
8157,"['hot chocolate', 'coffee', 'sandwich', 'cake']"
8159,['medialuna']
8160,['bread']
8161,"['cake', 'cookies', 'jammie dodgers', 'vegan feast']"
8162,['bread']
8163,['coffee']
8164,['coffee']
8165,"['bread', 'baguette']"
8166,"['bread', 'coffee', 'pastry']"
8167,"['pastry', 'coffee']"
8169,['bread']
8170,['bread']
8171,"['cake', 'pastry']"
8172,['toast']
8173,['hot chocolate']
8174,['coffee']
8175,"['coffee', 'sandwich']"
8176,"['coffee', 'cookies']"
8177,"['coffee', 'cake']"
8178,['bread']
8179,['bread']
8180,"['bread', 'jam', 'christmas common']"
8181,['coffee']
8182,"['coke', 'salad']"
8183,['extra salami or feta']
8184,['cookies']
8185,['cake']
8186,"['truffles', 'pastry']"
8187,"['cookies', 'baguette']"
8188,['coffee']
8189,['brownie']
8190,"['coffee', 'toast']"
8191,"['tea', 'cookies', 'pastry']"
8192,['coke']
8193,"['brownie', 'coffee']"
8194,"['coffee', 'cake']"
8195,"['sandwich', 'truffles', 'cake']"
8196,"['cake', 'bakewell', 'tea', 'coffee']"
8197,"['cake', 'pastry', 'hot chocolate', 'coffee']"
8198,['brownie']
8199,"['coffee', 'scone']"
8200,"['cake', 'baguette']"
8201,"['coffee', 'tea']"
8202,"['coffee', 'bread', 'cake']"
8203,['bread']
8204,['bread']
8205,"['coffee', 'scone']"
8206,"['bread', 'coffee']"
8207,"['juice', 'coffee', 'cake']"
8208,"['coffee', 'brownie']"
8209,"['baguette', 'cookies']"
8210,"['medialuna', 'bread', 'coffee', 'mineral water']"
8211,"['coffee', 'cookies']"
8212,"['coffee', 'bread']"
8213,"['coffee', 'toast']"
8214,"['bread', 'pastry']"
8215,"['bread', 'coffee', 'pastry']"
8216,"['coffee', 'bread', 'toast']"
8217,['coffee']
8218,['farm house']
8219,"['bread', 'coffee', 'pastry']"
8220,"['coffee', 'hot chocolate', 'cookies']"
8221,"['coffee', 'toast', 'granola']"
8222,"['bread', 'pastry']"
8223,"['hot chocolate', 'bread', 'brownie']"
8224,"['bread', 'juice', 'crisps']"
8225,"['jammie dodgers', 'medialuna', 'tea']"
8226,"['bread', 'jammie dodgers']"
8227,"['cherry me dried fruit', 'toast', 'extra salami or feta', 'hot chocolate', 'coffee', 'cake']"
8228,['bread']
8229,['farm house']
8230,"['coffee', 'medialuna']"
8231,['baguette']
8232,['scandinavian']
8233,['sandwich']
8234,['bread']
8235,"['coffee', 'toast', 'tea']"
8236,['bread']
8237,['bread']
8238,"['tea', 'coffee', 'bread']"
8239,"['chicken stew', 'bread']"
8240,['soup']
8241,"['soup', 'salad', 'tea', 'mineral water', 'juice']"
8242,"['cake', 'truffles', 'chicken stew', 'sandwich']"
8243,['pastry']
8244,"['chicken stew', 'coffee']"
8245,"['eggs', 'bread']"
8246,"['coffee', 'soup']"
8247,"['coffee', 'scone']"
8248,['coke']
8249,"['bread', 'brownie']"
8250,"['coffee', 'hot chocolate', 'cookies']"
8251,"['coffee', 'cookies']"
8252,"['bread', 'cake']"
8253,"['cake', 'coffee']"
8254,['coffee']
8255,"['tea', 'bakewell', 'bread']"
8256,"['smoothies', 'coffee', 'cake', 'bread']"
8257,['hot chocolate']
8258,"['tea', 'scone']"
8259,"['baguette', 'cookies']"
8260,"['coffee', 'bakewell']"
8261,['mortimer']
8262,['bread']
8263,['bread']
8264,"['coffee', 'pastry']"
8265,['coffee']
8266,"['bread', 'pastry']"
8267,['bread']
8268,['coffee']
8269,['baguette']
8270,"['coffee', 'bread']"
8271,"['coffee', 'toast']"
8272,"['cake', 'bread']"
8273,['coffee']
8274,['coffee']
8275,"['coffee', 'juice', 'cake', 'cookies']"
8276,['baguette']
8277,"['tea', 'cake']"
8278,"['pastry', 'coffee']"
8279,['tea']
8280,['tea']
8281,"['coffee', 'pastry']"
8282,['bread']
8283,['scandinavian']
8284,"['cake', 'tiffin', 'coffee']"
8285,"['tea', 'hot chocolate', 'pastry', 'cake']"
8286,"['brownie', 'bread']"
8287,['bread']
8288,['coffee']
8290,"['toast', 'coffee']"
8291,"['tea', 'toast']"
8292,"['coffee', 'sandwich', 'pastry']"
8296,['coffee']
8298,['bread']
8299,['coffee']
8300,['tiffin']
8302,['coffee']
8303,"['cake', 'brownie']"
8304,['half slice monster']
8305,"['coffee', 'mineral water']"
8306,"['bread', 'coffee', 'cookies', 'brownie']"
8307,"['coffee', 'soup', 'sandwich']"
8308,"['coffee', 'coffee granules', 'extra salami or feta', 'salad']"
8310,"['salad', 'coffee']"
8311,"['coffee', 'cake', 'salad']"
8312,"['cake', 'cookies']"
8313,"['coffee', 'cookies']"
8314,"['scone', 'coffee']"
8315,"['coffee', 'salad']"
8316,['coke']
8317,"['coffee', 'cake']"
8318,"['hot chocolate', 'coffee', 'tiffin']"
8319,"['hot chocolate', 'coffee', 'scone']"
8320,['bread']
8321,"['hot chocolate', 'coffee']"
8322,['tiffin']
8323,"['coffee', 'sandwich']"
8324,"['hot chocolate', 'coffee', 'pastry']"
8325,"['coffee', 'medialuna']"
8326,"['coffee', 'pastry']"
8327,"['coffee', 'medialuna', 'cookies']"
8328,"['bread', 'pastry']"
8329,['coffee']
8330,"['bread', 'baguette']"
8331,"['toast', 'coffee']"
8332,"['farm house', 'cake']"
8333,"['pastry', 'bread']"
8334,['coffee']
8335,"['coffee', 'cookies']"
8336,['bread']
8337,"['coffee', 'pastry', 'medialuna']"
8338,"['cake', 'scone', 'scandinavian']"
8339,['coffee']
8340,['coffee']
8341,['coffee']
8342,['afternoon with the baker']
8343,"['coffee', 'duck egg']"
8344,['bread']
8345,['tea']
8346,"['toast', 'coffee']"
8347,['bread']
8348,"['coffee', 'toast']"
8349,"['bread', 'truffles']"
8350,"['juice', 'coffee', 'bread', 'toast']"
8351,['coffee']
8352,['tea']
8353,"['coffee', 'tiffin', 'scone', 'bread']"
8354,"['coffee', 'brownie']"
8355,['jam']
8356,"['mineral water', 'scone']"
8357,['mineral water']
8358,"['coffee', 'hot chocolate', 'bread', 'scone']"
8359,['bread']
8360,"['coffee', 'salad', 'sandwich']"
8361,['bread']
8362,['coffee']
8363,"['coffee', 'scone', 'tiffin']"
8364,['coffee']
8365,"['tea', 'coffee']"
8366,"['soup', 'mineral water', 'brownie']"
8367,['mineral water']
8368,"['bread', 'scone', 'cookies', 'soup']"
8369,"['spanish brunch', 'the nomad', 'coffee']"
8370,['bread']
8371,"['sandwich', 'coffee', 'tiffin', 'cake']"
8372,"['coffee', 'cookies']"
8373,['tiffin']
8374,"['sandwich', 'salad', 'bread', 'juice']"
8375,"['sandwich', 'tea', 'cake', 'coffee']"
8376,['bread']
8377,"['bread', 'jam']"
8378,"['bread', 'the nomad', 'jam']"
8379,['bread']
8380,"['coffee', 'hot chocolate', 'brownie', 'bread']"
8381,['bread']
8382,"['coffee', 'tea', 'spanish brunch']"
8383,"['fudge', 'baguette']"
8384,['sandwich']
8385,['bread']
8386,['sandwich']
8387,['scandinavian']
8388,"['tea', 'scone']"
8389,"['tea', 'tiffin', 'brownie']"
8390,"['scone', 'bread']"
8391,"['coffee', 'cake', 'scone']"
8392,['bread']
8393,"['cake', 'coffee']"
8394,"['cake', 'bread', 'tea']"
8395,"['coffee', 'tea']"
8396,['scone']
